8.6	0.25	-3.00029	0
8.45	0.25	-3.00027	0
8.45	0.25	0	0
8.45	0.25	0	0
8.35	0.25	-1.81979	0
8.25	0.25	-1.81978	0
8.05	0.2	-3.99976	-0.99994
7.85	0.15	-3.99972	-0.99993
7.7	0.15	-2.99982	0
7.55	0.15	-2.99982	0
7.45	0.100001	-1.8165	-0.908239
7.35	0.0500011	-1.81648	-0.90823
7.2	9.49949e-07	-2.72851	-0.909507
7.05	-0.0499992	-2.72849	-0.909499
6.95	-0.15	-1.81898	-1.81898
6.85	-0.25	-1.81896	-1.81897
6.75	-0.349999	-2.00076	-2.00075
6.65	-0.449999	-2.00076	-2.00075
6.6	-0.549999	-0.998836	-1.99769
6.55	-0.65	-0.99884	-1.99769
6.5	-0.85	-0.908747	-3.63498
6.45	-1.05	-0.908739	-3.63494
6.35	-1.15	-1.81897	-1.81898
6.25	-1.25	-1.81896	-1.81896
6.3	-1.45	0.909739	-3.63894
6.35	-1.65	0.909727	-3.63891
6.3	-1.8	-0.999494	-2.9985
6.25	-1.95	-0.999489	-2.99847
6.3	-2.1	0.999984	-2.99994
6.35	-2.25	0.999979	-2.99994
6.35	-2.4	0	-2.72613
6.35	-2.55	0	-2.72611
6.4	-2.7	0.909499	-2.72851
6.45	-2.85	0.909503	-2.72851
6.45	-3	0	-2.99754
6.45	-3.15	0	-2.99754
6.5	-3.3	0.910402	-2.7312
6.55	-3.45	0.910402	-2.7312
6.65	-3.6	1.81722	-2.72583
6.75	-3.75	1.81721	-2.72581
6.8	-3.9	0.907988	-2.72396
6.85	-4.05	0.907976	-2.72393
6.9	-4.2	0.909334	-2.72801
6.95	-4.35	0.90933	-2.72799
7	-4.45	0.910054	-1.8201
7.05	-4.55	0.910054	-1.8201
7.1	-4.7	0.908302	-2.72489
7.15	-4.85	0.908297	-2.72489
7.25	-5	1.81907	-2.72861
7.35	-5.15	1.81907	-2.72861
7.4	-5.3	0.908194	-2.7246
7.45	-5.45	0.90819	-2.72457
7.55	-5.55	1.81974	-1.81974
7.65	-5.65	1.81972	-1.81972
7.7	-5.8	0.90983	-2.72951
7.75	-5.95	0.909826	-2.72948
7.85	-6.1	1.9986	-2.9979
7.95	-6.25	1.99858	-2.99787
8.05	-6.35	1.81738	-1.81739
8.15	-6.45	1.81737	-1.81737
8.2	-6.6	0.909293	-2.72787
8.25	-6.75	0.909293	-2.72787
8.35	-6.85	1.81994	-1.81993
8.45	-6.95	1.81993	-1.81993
8.5	-7.1	1.00006	-3.00018
8.55	-7.25	1.00006	-3.00018
8.65	-7.4	1.99807	-2.99712
8.75	-7.55	1.99808	-2.99712
8.8	-7.65	0.909955	-1.8199
8.85	-7.75	0.909946	-1.81988
8.9	-7.9	0.999086	-2.9973
8.95	-8.05	0.999095	-2.9973
9	-8.15	0.909309	-1.8186
9.05	-8.25	0.909301	-1.81859
9.1	-8.4	1.0004	-3.00119
9.15	-8.55	1.00038	-3.00117
9.2	-8.65	0.909508	-1.819
9.25	-8.75	0.9095	-1.81899
9.35	-8.95	1.99965	-3.99928
9.45	-9.15	1.99964	-3.99928
9.5	-9.25	0.999584	-1.99917
9.55	-9.35	0.999584	-1.99917
9.55	-9.5	0	-3.00023
9.55	-9.65	0	-3.0002
9.6	-9.8	0.999005	-2.997
9.65	-9.95	0.998995	-2.997
9.7	-10.05	0.909855	-1.81969
9.75	-10.15	0.909847	-1.81969
9.75	-10.3	0	-3.00065
9.75	-10.45	0	-3.00063
9.8	-10.6	0.90817	-2.72451
9.85	-10.75	0.908161	-2.72448
9.85	-10.9	0	-2.73074
9.85	-11.05	0	-2.73073
9.85	-11.2	0	-2.99965
9.85	-11.35	0	-2.99961
9.85	-11.5	0	-2.99843
9.85	-11.65	0	-2.99843
9.8	-11.75	-1.0003	-2.00061
9.75	-11.85	-1.00029	-2.00059
9.7	-12	-1.0004	-3.00119
9.65	-12.15	-1.00039	-3.00116
9.6	-12.25	-0.999885	-1.99981
9.55	-12.35	-0.999884	-1.99979
9.45	-12.45	-1.99803	-1.99805
9.35	-12.55	-1.99804	-1.99804
9.3	-12.65	-0.909773	-1.81953
9.25	-12.75	-0.909773	-1.81954
9.05	-12.85	-3.99257	-1.99629
8.85	-12.95	-3.99253	-1.99627
8.75	-13	-1.8213	-0.910651
8.65	-13.05	-1.8213	-0.910651
8.5	-13.1	-2.997	-0.999005
8.35	-13.15	-2.997	-0.998995
8.2	-13.15	-2.72741	0
8.05	-13.15	-2.72742	0
7.9	-13.15	-2.72986	0
7.75	-13.15	-2.72986	0
7.6	-13.2	-2.9979	-0.999304
7.45	-13.25	-2.9979	-0.999304
7.3	-13.25	-2.72846	0
7.15	-13.25	-2.72844	0
7	-13.2	-2.99784	0.999284
6.85	-13.15	-2.99784	0.999284
6.7	-13.1	-2.72787	0.909275
6.55	-13.05	-2.72787	0.909284
6.4	-13.05	-2.72678	0
6.25	-13.05	-2.72678	0
6.1	-13	-2.72966	0.909888
5.95	-12.95	-2.72963	0.90988
5.8	-12.85	-2.99777	1.99851
5.65	-12.75	-2.99778	1.99852
5.55	-12.7	-1.81798	0.908995
5.45	-12.65	-1.81799	0.908995
5.3	-12.55	-2.72627	1.81753
5.15	-12.45	-2.72625	1.8175
5.05	-12.35	-1.8199	1.81989
4.95	-12.25	-1.81991	1.8199
4.85	-12.15	-1.99928	1.99929
4.75	-12.05	-1.99928	1.99928
4.7	-11.9	-0.908236	2.72471
4.65	-11.75	-0.908231	2.7247
4.6	-11.65	-0.909847	1.81971
4.55	-11.55	-0.909843	1.81969
4.5	-11.35	-1.0008	4.0032
4.45	-11.15	-1.0008	4.00321
4.45	-11.05	0	1.81614
4.45	-10.95	0	1.81612
4.45	-10.8	0	2.72555
4.45	-10.65	0	2.72554
4.45	-10.5	0	2.729
4.45	-10.35	0	2.72898
4.5	-10.2	0.908962	2.72687
4.55	-10.05	0.908954	2.72685
4.6	-9.9	0.909756	2.72927
4.65	-9.75	0.909752	2.72926
4.7	-9.6	0.90859	2.72578
4.75	-9.45	0.908586	2.72576
4.85	-9.3	1.81967	2.72952
4.95	-9.15	1.81967	2.72951
5	-9.05	0.999884	1.99977
5.05	-8.95	0.999874	1.99974
5.15	-8.8	1.81805	2.72708
5.25	-8.65	1.81803	2.72705
5.35	-8.55	1.99956	1.99957
5.45	-8.45	1.99954	1.99954
5.5	-8.35	0.909045	1.81807
5.55	-8.25	0.909045	1.81808
5.7	-8.1	2.72608	2.72608
5.85	-7.95	2.72606	2.72606
5.95	-7.85	1.81801	1.81801
6.05	-7.75	1.81802	1.81801
6.15	-7.65	1.81798	1.81798
6.25	-7.55	1.81798	1.81798
6.35	-7.45	1.82027	1.82027
6.45	-7.35	1.82025	1.82025
6.6	-7.25	2.99862	1.99908
6.75	-7.15	2.99862	1.99908
6.8	-7.05	0.908005	1.816
6.85	-6.95	0.908	1.81601
7	-6.85	2.72856	1.81904
7.15	-6.75	2.72854	1.81902
7.25	-6.65	1.8202	1.8202
7.35	-6.55	1.82018	1.82018
7.5	-6.5	2.99964	0.999884
7.65	-6.45	2.99964	0.999884
7.75	-6.4	1.81709	0.908549
7.85	-6.35	1.81709	0.908545
8	-6.25	2.72931	1.81954
8.15	-6.15	2.72928	1.81952
8.25	-6.05	1.99977	1.99976
8.35	-5.95	1.99977	1.99976
8.5	-5.9	2.72796	0.909326
8.65	-5.85	2.72796	0.909321
8.75	-5.75	1.81776	1.81775
8.85	-5.65	1.81774	1.81773
8.95	-5.55	1.99657	1.99656
9.05	-5.45	1.99654	1.99655
9.2	-5.4	2.72728	0.909094
9.35	-5.35	2.72727	0.90909
9.45	-5.25	1.81816	1.81815
9.55	-5.15	1.81813	1.81813
9.65	-5.05	1.82036	1.82036
9.75	-4.95	1.82036	1.82037
9.85	-4.85	1.81578	1.81577
9.95	-4.75	1.81575	1.81575
10.05	-4.6	1.82039	2.7306
10.15	-4.45	1.8204	2.7306
10.25	-4.3	1.81769	2.72652
10.35	-4.15	1.81768	2.7265
